customer_id,customer_country,account_created_at,customer_segment,historical_orders,historical_chargebacks,email_age_days,usual_device_id,lifetime_value
C004774,IT,2025-10-03,New,0,1,164,DEV004774,0.0
C004775,CA,2025-06-26,Occasional,4,0,893,DEV004775,283.1
C004776,AU,2022-08-27,Occasional,3,0,1307,DEV004776,229.45
C004777,ES,2025-08-11,New,1,0,267,DEV004777,146.01
C004778,CA,2025-11-07,New,2,0,170,DEV004778,132.64
C004779,US,2025-06-03,Occasional,5,0,901,DEV004779,144.41
C004780,ES,2025-02-13,Occasional,4,0,625,DEV004780,158.06
C004781,NL,2021-12-07,Returning,18,0,1714,DEV004781,2529.23
C004782,GB,2023-04-07,Occasional,1,0,1506,DEV004782,107.9
C004783,DE,2019-12-14,Returning,17,0,2892,DEV004783,1137.21
C004784,NL,2025-02-14,New,1,0,510,DEV004784,102.92
C004785,FR,2025-04-12,Occasional,4,0,366,DEV004785,315.93
C004786,US,2025-08-24,Occasional,2,0,225,DEV004786,266.81
C004787,NL,2025-12-03,New,2,0,669,DEV004787,175.04
C004788,AU,2023-02-13,Returning,16,0,1434,DEV004788,895.86
C004789,NL,2022-04-25,Occasional,5,0,1346,DEV004789,173.75
C004790,IT,2025-06-28,New,1,0,743,DEV004790,164.12
C004791,NL,2019-03-07,Returning,12,0,3151,DEV004791,583.06
C004792,ES,2023-03-31,Returning,11,0,1723,DEV004792,1754.42
C004793,GB,2022-05-16,Occasional,3,0,1357,DEV004793,385.21
C004794,IT,2024-07-03,Occasional,1,0,592,DEV004794,56.2
C004795,AU,2023-01-05,Occasional,4,0,1298,DEV004795,252.6
C004796,IE,2023-09-15,Returning,10,0,1013,DEV004796,556.83
C004797,NL,2025-01-07,New,2,0,939,DEV004797,221.78
C004798,ES,2019-11-07,Returning,19,0,2697,DEV004798,476.2
C004799,CA,2018-11-17,Loyal,38,0,2983,DEV004799,3156.91
C004800,ES,2023-04-18,Occasional,2,0,991,DEV004800,149.02
C004801,GB,2023-01-26,Returning,17,0,1719,DEV004801,904.04
C004802,FR,2020-12-17,Returning,13,0,2206,DEV004802,346.26
C004803,US,2017-08-08,Loyal,57,0,3569,DEV004803,1202.68
C004804,GB,2021-03-22,Returning,17,0,1926,DEV004804,1210.92
C004805,NL,2024-05-10,Occasional,3,0,1302,DEV004805,276.46
C004806,AU,2025-06-29,New,2,0,261,DEV004806,49.16
C004807,NL,2023-01-29,Returning,17,0,1116,DEV004807,1400.13
C004808,AU,2025-08-10,New,2,0,270,DEV004808,148.12
C004809,US,2025-07-04,New,1,0,526,DEV004809,121.62
C004810,AU,2025-12-10,New,0,0,258,DEV004810,0.0
C004811,FR,2025-01-13,Occasional,1,0,810,DEV004811,147.27
C004812,GB,2022-02-20,Occasional,6,0,1859,DEV004812,186.2
C004813,DE,2021-04-01,Returning,15,0,2410,DEV004813,1323.58
C004814,GB,2025-12-26,New,1,0,630,DEV004814,103.41
C004815,IT,2025-10-29,New,2,0,514,DEV004815,58.73
C004816,CA,2025-04-04,New,2,0,889,DEV004816,110.28
C004817,CA,2022-03-25,Occasional,4,0,1603,DEV004817,498.87
C004818,CA,2024-04-27,Occasional,2,0,998,DEV004818,214.64
C004819,US,2023-09-23,Returning,23,0,1248,DEV004819,1788.02
C004820,ES,2025-02-06,New,0,0,639,DEV004820,0.0
C004821,US,2024-03-04,Occasional,4,0,1359,DEV004821,336.35
C004822,NL,2025-09-24,New,0,0,639,DEV004822,0.0
C004823,FR,2023-06-09,Occasional,4,0,949,DEV004823,436.06
C004824,GB,2024-01-24,Returning,12,0,1143,DEV004824,826.9
C004825,US,2024-10-16,Occasional,3,0,1170,DEV004825,349.25
C004826,NL,2022-08-19,Occasional,3,0,1913,DEV004826,384.46
C004827,AU,2020-09-16,Returning,24,0,2547,DEV004827,512.06
C004828,IE,2019-05-31,Returning,10,0,2729,DEV004828,448.78
C004829,IE,2021-03-12,Returning,10,0,2231,DEV004829,593.21
C004830,ES,2021-07-20,Returning,6,0,2004,DEV004830,185.28
C004831,IT,2022-11-21,Occasional,1,0,1502,DEV004831,68.28
C004832,AU,2025-09-16,New,2,0,305,DEV004832,175.33
C004833,CA,2024-11-02,Returning,20,0,729,DEV004833,1406.67
C004834,CA,2023-07-28,Occasional,6,0,1381,DEV004834,768.27
C004835,ES,2022-02-21,Occasional,4,0,1764,DEV004835,204.98
C004836,ES,2025-03-20,New,0,0,508,DEV004836,0.0
C004837,IT,2022-04-18,Occasional,6,0,1690,DEV004837,273.35
C004838,ES,2023-07-15,Occasional,4,0,1093,DEV004838,356.5
C004839,CA,2020-08-13,Returning,13,0,2474,DEV004839,281.44
C004840,IE,2025-02-23,New,2,1,816,DEV004840,248.61
C004841,IT,2025-12-08,New,1,0,380,DEV004841,50.47
C004842,IE,2024-07-06,Returning,7,0,627,DEV004842,291.57
C004843,CA,2024-10-04,Occasional,6,0,491,DEV004843,324.69
C004844,NL,2025-05-20,New,1,0,792,DEV004844,101.95
C004845,CA,2021-10-22,Returning,11,0,1926,DEV004845,1407.55
C004846,FR,2025-07-27,New,2,0,312,DEV004846,37.83
C004847,IT,2023-03-24,Occasional,5,0,1618,DEV004847,238.96
C004848,US,2019-11-14,Loyal,60,0,2425,DEV004848,3763.82
C004849,FR,2024-06-19,Occasional,2,0,1267,DEV004849,143.5
C004850,ES,2023-05-24,Occasional,3,0,1529,DEV004850,346.48
C004851,US,2025-05-28,New,0,0,801,DEV004851,0.0
C004852,GB,2023-07-04,Loyal,82,2,922,DEV004852,8245.36
C004853,FR,2025-08-12,Occasional,3,0,514,DEV004853,130.12
C004854,IT,2023-09-18,Occasional,2,0,901,DEV004854,204.89
C004855,US,2022-11-24,Returning,15,0,1685,DEV004855,893.6
C004856,AU,2024-12-16,Occasional,6,0,767,DEV004856,377.59
C004857,FR,2025-09-17,New,0,0,207,DEV004857,0.0
C004858,AU,2025-07-18,New,2,0,892,DEV004858,105.26
C004859,US,2025-11-29,New,1,0,736,DEV004859,105.04
C004860,NL,2022-04-02,Returning,17,0,1879,DEV004860,524.47
C004861,IE,2018-10-10,Loyal,61,0,2948,DEV004861,6422.24
C004862,NL,2025-10-27,New,1,0,602,DEV004862,19.04
C004863,IT,2025-04-08,New,1,0,309,DEV004863,110.49
C004864,IT,2023-11-22,Returning,20,0,1012,DEV004864,1577.91
C004865,NL,2024-09-18,Occasional,2,0,1079,DEV004865,96.45
C004866,DE,2024-11-06,Occasional,5,0,674,DEV004866,275.5
C004867,CA,2022-02-24,Occasional,5,0,1958,DEV004867,261.58
C004868,DE,2024-10-12,Returning,9,0,1157,DEV004868,850.79
C004869,GB,2023-02-27,Occasional,5,0,1337,DEV004869,154.85
C004870,US,2023-03-12,Occasional,2,0,1054,DEV004870,288.73
C004871,GB,2019-04-04,Returning,7,0,2989,DEV004871,765.2
C004872,AU,2019-12-30,Returning,5,0,2311,DEV004872,160.45
C004873,FR,2025-12-29,New,2,0,238,DEV004873,136.69
C004874,CA,2023-03-08,Occasional,2,0,1278,DEV004874,106.01
C004875,AU,2025-12-07,New,2,0,371,DEV004875,74.87
C004876,ES,2023-01-19,Occasional,4,0,1245,DEV004876,427.04
C004877,CA,2022-10-19,Occasional,4,0,1568,DEV004877,79.44
C004878,ES,2025-11-14,New,2,0,329,DEV004878,73.89
C004879,IE,2025-08-13,New,2,0,795,DEV004879,342.33
C004880,US,2022-03-19,Occasional,5,0,1621,DEV004880,444.64
C004881,FR,2024-10-31,Occasional,3,0,750,DEV004881,95.9
C004882,US,2019-05-03,Returning,16,0,2441,DEV004882,692.43
C004883,GB,2025-05-11,Occasional,5,0,786,DEV004883,282.39
C004884,ES,2025-03-13,New,0,0,616,DEV004884,0.0
C004885,GB,2022-05-22,Occasional,6,0,1854,DEV004885,658.85
C004886,FR,2021-04-04,Returning,10,0,1760,DEV004886,904.22
C004887,ES,2023-02-09,Returning,16,0,1727,DEV004887,2263.21
C004888,NL,2023-05-25,Occasional,6,0,988,DEV004888,217.12
C004889,GB,2019-04-19,Returning,14,0,2906,DEV004889,619.23
C004890,CA,2025-08-18,New,0,0,629,DEV004890,0.0
C004891,DE,2022-09-13,Occasional,6,0,1889,DEV004891,529.51
C004892,US,2025-09-14,Occasional,5,0,242,DEV004892,378.65
C004893,NL,2025-03-11,New,2,0,1006,DEV004893,234.59
C004894,AU,2024-05-23,Occasional,5,0,1177,DEV004894,294.79
C004895,FR,2022-04-07,Occasional,4,0,2060,DEV004895,387.07
C004896,GB,2025-07-19,New,1,0,280,DEV004896,107.54
C004897,FR,2023-03-22,Occasional,6,0,1294,DEV004897,877.86
C004898,AU,2022-12-05,Returning,23,0,1244,DEV004898,1421.71
C004899,ES,2025-03-20,Occasional,1,0,903,DEV004899,42.18
C004900,AU,2024-06-15,Occasional,4,0,752,DEV004900,452.91
C004901,FR,2025-10-30,New,1,0,733,DEV004901,102.23
C004902,ES,2023-04-05,Occasional,4,0,1303,DEV004902,367.15
C004903,CA,2023-03-13,Returning,13,0,1685,DEV004903,1330.19
C004904,GB,2022-06-11,Occasional,6,0,1598,DEV004904,827.74
C004905,CA,2025-05-14,New,1,0,700,DEV004905,116.19
C004906,FR,2024-07-01,Occasional,6,0,580,DEV004906,455.72
C004907,AU,2025-08-08,New,2,1,292,DEV004907,139.43
C004908,GB,2024-08-22,Returning,14,0,720,DEV004908,605.11
C004909,FR,2025-07-06,New,0,0,444,DEV004909,0.0
C004910,US,2023-06-21,Occasional,5,0,1330,DEV004910,300.65
C004911,GB,2023-09-05,Occasional,2,0,1167,DEV004911,152.18
C004912,IT,2025-12-28,New,2,0,342,DEV004912,196.33
C004913,US,2024-12-07,Occasional,4,1,921,DEV004913,153.71
C004914,ES,2023-07-13,Returning,13,0,1135,DEV004914,1453.06
C004915,IE,2024-12-13,Returning,17,0,412,DEV004915,1970.78
C004916,DE,2025-05-24,New,2,0,271,DEV004916,96.62
C004917,ES,2025-06-19,New,1,0,727,DEV004917,105.02
C004918,CA,2023-06-07,Returning,10,0,1153,DEV004918,866.79
C004919,IE,2025-07-26,Occasional,3,0,205,DEV004919,410.44
C004920,ES,2023-07-18,Occasional,1,0,1556,DEV004920,62.67
C004921,IT,2023-12-01,Occasional,1,0,840,DEV004921,67.02
C004922,GB,2023-01-16,Returning,10,0,1391,DEV004922,534.61
C004923,FR,2025-11-20,New,2,0,296,DEV004923,270.93
C004924,DE,2025-08-29,Occasional,2,0,247,DEV004924,42.8
C004925,CA,2018-10-03,Loyal,78,0,3203,DEV004925,6021.67
C004926,IE,2022-05-21,Loyal,89,0,1891,DEV004926,7188.15
C004927,IT,2021-09-17,Returning,10,0,2278,DEV004927,1246.55
C004928,US,2020-12-28,Returning,18,0,2088,DEV004928,437.77
C004929,DE,2025-03-13,New,2,0,971,DEV004929,196.37
C004930,GB,2025-02-24,New,0,0,639,DEV004930,0.0
C004931,GB,2025-09-03,New,0,0,459,DEV004931,0.0
C004932,IT,2025-05-21,New,2,0,874,DEV004932,136.14
C004933,IE,2023-03-12,Returning,16,0,1360,DEV004933,1513.97
C004934,IT,2025-05-30,New,1,0,228,DEV004934,61.36
C004935,AU,2021-12-27,Loyal,70,1,1618,DEV004935,4521.26
C004936,DE,2024-08-10,Occasional,2,0,773,DEV004936,184.78
C004937,IT,2020-11-14,Returning,20,0,2019,DEV004937,1361.74
C004938,ES,2025-02-02,Occasional,4,0,366,DEV004938,425.26
C004939,DE,2022-10-22,Returning,16,0,1557,DEV004939,1970.99
C004940,ES,2022-11-02,Returning,16,0,1774,DEV004940,1849.31
C004941,NL,2020-01-12,Returning,10,0,2877,DEV004941,987.73
C004942,AU,2022-05-29,Occasional,3,0,1778,DEV004942,221.72
C004943,US,2022-02-18,Returning,24,0,2094,DEV004943,3150.03
C004944,CA,2025-10-27,New,0,0,240,DEV004944,0.0
C004945,FR,2025-03-26,New,1,0,685,DEV004945,54.17
C004946,IE,2023-12-30,Occasional,4,0,795,DEV004946,563.66
C004947,IE,2025-08-06,Occasional,1,0,475,DEV004947,34.39
C004948,NL,2022-09-02,Returning,5,0,1551,DEV004948,431.26
C004949,IE,2023-05-26,Occasional,1,0,1028,DEV004949,89.32
C004950,NL,2023-04-02,Occasional,2,0,1425,DEV004950,70.71
C004951,IE,2025-04-09,Occasional,6,0,461,DEV004951,641.53
C004952,AU,2023-03-29,Occasional,2,0,1522,DEV004952,277.36
C004953,US,2024-01-21,Occasional,6,0,1381,DEV004953,826.24
C004954,FR,2019-10-14,Returning,24,0,2737,DEV004954,778.6
C004955,FR,2024-12-21,Occasional,5,0,871,DEV004955,366.38
C004956,DE,2023-11-16,Occasional,1,0,1365,DEV004956,155.38
C004957,US,2022-08-22,Returning,13,0,1603,DEV004957,1060.49
C004958,GB,2020-11-12,Returning,11,0,2605,DEV004958,1326.4
C004959,GB,2024-10-17,Occasional,1,0,798,DEV004959,155.3
C004960,IT,2024-07-24,Occasional,6,0,785,DEV004960,754.78
C004961,DE,2025-07-27,New,0,0,410,DEV004961,0.0
C004962,CA,2022-05-21,Returning,12,0,1647,DEV004962,1678.58
C004963,IE,2023-05-27,Occasional,2,0,966,DEV004963,78.11
C004964,GB,2025-08-25,New,0,0,227,DEV004964,0.0
C004965,IT,2025-06-10,Occasional,2,0,821,DEV004965,59.8
C004966,IT,2023-09-12,Occasional,1,0,1029,DEV004966,104.85
C004967,GB,2025-11-21,New,2,0,614,DEV004967,331.58
C004968,ES,2023-04-09,Returning,17,0,1311,DEV004968,385.37
C004969,NL,2019-05-03,Returning,19,0,2573,DEV004969,827.6
C004970,NL,2025-08-27,Occasional,1,0,775,DEV004970,137.74
C004971,AU,2020-12-28,Returning,10,0,1933,DEV004971,672.29
C004972,FR,2025-03-08,New,0,0,497,DEV004972,0.0
C004973,GB,2024-01-01,Occasional,1,0,978,DEV004973,30.11
C004974,GB,2025-01-05,New,2,0,822,DEV004974,159.8
C004975,FR,2019-08-05,Loyal,73,1,2821,DEV004975,10706.46
C004976,NL,2025-08-19,Occasional,6,0,219,DEV004976,660.07
C004977,FR,2024-12-25,Occasional,5,0,774,DEV004977,239.39
C004978,US,2019-02-15,Returning,16,0,2841,DEV004978,776.07
C004979,DE,2025-05-31,New,0,0,754,DEV004979,0.0
C004980,US,2023-01-09,Occasional,6,0,1445,DEV004980,377.35
C004981,IE,2024-12-12,Returning,7,0,887,DEV004981,366.37
C004982,ES,2020-08-18,Returning,11,0,1988,DEV004982,1122.21
C004983,US,2024-02-27,Occasional,2,0,756,DEV004983,199.91
C004984,IT,2024-07-19,Returning,11,0,796,DEV004984,1070.95
C004985,FR,2023-02-04,Occasional,5,0,1620,DEV004985,508.42
C004986,IE,2020-09-08,Returning,21,0,2453,DEV004986,1622.05
C004987,GB,2022-07-08,Occasional,6,0,1736,DEV004987,198.06
C004988,CA,2023-12-13,Returning,11,0,874,DEV004988,859.18
C004989,AU,2025-03-24,Occasional,1,0,920,DEV004989,121.76
C004990,US,2025-12-03,New,0,0,487,DEV004990,0.0
C004991,AU,2019-03-16,Returning,19,0,3034,DEV004991,1336.0
C004992,NL,2020-11-04,Returning,23,0,1925,DEV004992,1050.16
C004993,NL,2020-11-09,Returning,17,0,2044,DEV004993,1657.99
C004994,GB,2019-10-16,Returning,10,0,2939,DEV004994,1095.12
C004995,FR,2025-07-13,New,1,0,895,DEV004995,61.06
C004996,GB,2023-06-13,Occasional,2,0,1527,DEV004996,200.73
C004997,IT,2022-08-30,Occasional,1,0,1914,DEV004997,89.6
C004998,IE,2025-03-14,Occasional,1,0,521,DEV004998,68.55
C004999,DE,2023-07-04,Occasional,3,0,974,DEV004999,302.42
C005000,CA,2025-08-22,New,0,0,826,DEV005000,0.0
C005001,DE,2024-07-16,Returning,22,0,1056,DEV005001,2154.19
C005002,AU,2021-09-12,Returning,12,0,2195,DEV005002,1549.56
C005003,GB,2025-10-12,New,2,0,771,DEV005003,114.54
C005004,IT,2023-03-04,Returning,5,0,1551,DEV005004,250.81
C005005,NL,2023-11-05,Returning,18,0,1324,DEV005005,768.18
C005006,IE,2023-12-19,Occasional,6,0,1380,DEV005006,531.25
C005007,DE,2023-07-21,Loyal,31,0,1137,DEV005007,1343.79
C005008,IT,2019-11-03,Returning,5,0,2444,DEV005008,663.82
C005009,US,2025-04-15,New,0,0,591,DEV005009,0.0
C005010,DE,2023-06-25,Occasional,6,0,1509,DEV005010,843.65
C005011,CA,2025-05-02,Occasional,2,0,250,DEV005011,210.33
C005012,IT,2025-10-23,New,1,0,553,DEV005012,81.34
C005013,FR,2022-05-14,Returning,24,0,1654,DEV005013,3630.54
C005014,US,2025-04-05,New,1,0,365,DEV005014,25.65
C005015,AU,2021-06-07,Returning,13,0,2304,DEV005015,353.84
C005016,NL,2024-07-26,Occasional,2,0,605,DEV005016,344.29
C005017,DE,2024-03-05,Returning,21,0,749,DEV005017,2250.43
C005018,GB,2025-05-30,New,1,0,829,DEV005018,32.06
C005019,ES,2024-05-02,Occasional,1,0,878,DEV005019,132.61
C005020,CA,2023-04-27,Occasional,3,0,1544,DEV005020,200.82
C005021,IE,2022-04-02,Occasional,6,0,1499,DEV005021,433.31
C005022,US,2025-08-06,New,0,0,178,DEV005022,0.0
C005023,CA,2025-04-15,New,0,0,912,DEV005023,0.0
C005024,IT,2025-09-28,Occasional,1,0,136,DEV005024,31.26
C005025,NL,2018-11-13,Loyal,70,0,3222,DEV005025,9553.77
C005026,IT,2024-01-10,Occasional,6,0,985,DEV005026,720.84
C005027,DE,2022-11-09,Occasional,2,0,1239,DEV005027,268.9
C005028,DE,2020-04-07,Returning,22,0,2316,DEV005028,1314.66
C005029,AU,2024-07-22,Occasional,5,1,829,DEV005029,367.51
C005030,AU,2023-03-02,Occasional,5,1,1606,DEV005030,688.95
C005031,US,2022-09-22,Occasional,3,0,1703,DEV005031,173.26
C005032,NL,2022-12-29,Occasional,1,0,1694,DEV005032,103.24
C005033,GB,2021-10-29,Returning,8,0,2145,DEV005033,692.02
C005034,AU,2022-11-17,Occasional,6,0,1804,DEV005034,234.09
C005035,IT,2021-12-07,Returning,23,0,1980,DEV005035,1942.66
C005036,US,2023-10-16,Returning,19,0,1378,DEV005036,1544.37
C005037,GB,2024-08-12,Occasional,1,0,675,DEV005037,52.36
C005038,CA,2025-02-16,New,0,0,541,DEV005038,0.0
C005039,FR,2025-08-10,Occasional,5,0,384,DEV005039,546.73
C005040,ES,2025-06-28,New,2,0,425,DEV005040,126.5
C005041,IT,2025-12-02,New,0,0,601,DEV005041,0.0
C005042,DE,2025-03-01,New,2,0,312,DEV005042,238.45
C005043,FR,2024-12-06,Returning,9,0,775,DEV005043,1342.32
C005044,DE,2023-12-28,Occasional,3,0,1293,DEV005044,195.28
C005045,IE,2020-12-26,Loyal,28,0,1944,DEV005045,2249.85
C005046,IT,2025-11-29,New,1,0,79,DEV005046,141.22
C005047,US,2022-07-25,Occasional,2,0,1535,DEV005047,248.06
C005048,IE,2017-08-10,Loyal,22,0,3692,DEV005048,1922.09
C005049,ES,2025-08-06,Occasional,4,0,629,DEV005049,656.05
C005050,IT,2022-10-23,Occasional,4,0,1257,DEV005050,240.04
C005051,FR,2021-11-15,Loyal,93,0,1508,DEV005051,10535.75
C005052,US,2024-02-14,Occasional,1,0,1186,DEV005052,42.42
C005053,GB,2022-09-04,Loyal,62,0,1375,DEV005053,4294.29
C005054,ES,2018-05-09,Loyal,64,0,2862,DEV005054,6686.96
C005055,DE,2023-05-23,Occasional,4,0,1176,DEV005055,537.26
C005056,DE,2023-09-15,Returning,8,0,1549,DEV005056,825.15
C005057,CA,2022-10-28,Occasional,2,0,1160,DEV005057,85.59
C005058,CA,2025-10-15,New,0,0,320,DEV005058,0.0
C005059,NL,2023-04-10,Returning,16,0,1041,DEV005059,2257.6
C005060,AU,2022-08-25,Returning,24,0,1772,DEV005060,3061.22
C005061,CA,2024-05-26,Occasional,2,0,624,DEV005061,144.68
C005062,NL,2025-09-23,New,0,0,134,DEV005062,0.0
C005063,DE,2025-04-04,New,2,0,376,DEV005063,92.01
C005064,CA,2020-03-06,Returning,18,0,2650,DEV005064,405.5
C005065,DE,2025-04-04,New,1,0,678,DEV005065,26.04
C005066,IE,2023-12-30,Returning,20,0,1024,DEV005066,3581.35
C005067,CA,2020-03-26,Loyal,85,0,2336,DEV005067,6443.48
C005068,DE,2025-11-19,New,1,0,700,DEV005068,57.7
C005069,US,2022-09-12,Occasional,6,0,1437,DEV005069,505.43
C005070,IT,2023-11-25,Occasional,4,0,838,DEV005070,292.13
C005071,US,2023-02-17,Occasional,5,0,1606,DEV005071,643.88
C005072,IE,2024-12-20,Occasional,1,0,731,DEV005072,48.03
C005073,GB,2022-02-14,Occasional,1,0,1999,DEV005073,51.38
C005074,AU,2025-01-02,New,0,0,549,DEV005074,0.0
C005075,ES,2025-03-26,New,2,0,481,DEV005075,57.2
C005076,DE,2023-04-21,Occasional,6,0,1397,DEV005076,683.61
C005077,FR,2020-02-10,Returning,18,0,2675,DEV005077,1773.75
C005078,GB,2022-12-11,Occasional,6,0,1842,DEV005078,605.95
C005079,DE,2019-12-26,Returning,20,0,2274,DEV005079,1816.95
C005080,IE,2023-07-06,Returning,18,0,1101,DEV005080,1733.71
C005081,IE,2024-12-08,Occasional,3,0,1067,DEV005081,292.61
C005082,DE,2020-11-01,Loyal,54,0,2510,DEV005082,5134.35
C005083,FR,2025-05-20,New,1,0,388,DEV005083,19.72
C005084,FR,2025-04-08,New,0,0,606,DEV005084,0.0
C005085,US,2024-07-06,Returning,10,0,732,DEV005085,788.65
C005086,DE,2025-08-07,New,0,0,258,DEV005086,0.0
C005087,NL,2022-08-15,Occasional,6,0,1275,DEV005087,515.78
C005088,ES,2024-10-17,Occasional,2,0,1083,DEV005088,227.51
C005089,IT,2019-09-27,Returning,10,0,2841,DEV005089,935.1
C005090,ES,2025-06-18,New,0,0,376,DEV005090,0.0
C005091,GB,2019-11-27,Loyal,38,0,2892,DEV005091,3237.83
C005092,US,2022-04-08,Occasional,1,0,1862,DEV005092,22.08
C005093,GB,2025-09-21,New,2,0,260,DEV005093,230.71
C005094,ES,2025-10-08,New,2,0,789,DEV005094,195.05
C005095,GB,2022-09-20,Occasional,2,0,1887,DEV005095,93.93
C005096,AU,2019-12-08,Returning,19,0,2318,DEV005096,2834.87
C005097,US,2021-12-22,Returning,18,0,2030,DEV005097,2445.39
C005098,ES,2025-01-05,Occasional,1,0,826,DEV005098,113.87
C005099,GB,2024-12-10,Occasional,3,0,867,DEV005099,402.24
C005100,ES,2025-08-13,New,2,0,564,DEV005100,210.36
C005101,CA,2024-08-06,Returning,7,0,932,DEV005101,799.97
C005102,FR,2017-05-14,Loyal,39,0,3209,DEV005102,1757.32
C005103,NL,2019-04-03,Returning,11,0,2676,DEV005103,959.76
C005104,US,2025-12-28,New,2,0,726,DEV005104,82.56
C005105,IE,2022-10-20,Loyal,45,0,1574,DEV005105,2797.15
C005106,US,2018-08-16,Loyal,93,0,2852,DEV005106,15892.89
C005107,IT,2023-02-05,Occasional,2,0,1439,DEV005107,112.98
C005108,NL,2022-09-04,Returning,8,0,1898,DEV005108,745.53
C005109,CA,2025-10-30,New,0,0,692,DEV005109,0.0
C005110,IE,2022-06-17,Occasional,6,0,1840,DEV005110,763.89
C005111,DE,2021-09-05,Returning,10,0,1802,DEV005111,642.32
C005112,GB,2025-04-29,New,1,0,315,DEV005112,90.8
C005113,DE,2025-02-27,New,2,0,395,DEV005113,289.7
C005114,GB,2025-02-15,New,0,0,950,DEV005114,0.0
C005115,ES,2025-05-31,New,1,0,422,DEV005115,108.62
C005116,US,2022-12-23,Returning,19,1,1747,DEV005116,1126.68
C005117,GB,2025-08-24,New,0,0,786,DEV005117,0.0
C005118,ES,2025-09-25,Occasional,3,0,349,DEV005118,335.05
C005119,GB,2022-09-04,Occasional,5,0,1245,DEV005119,848.27
C005120,GB,2025-08-15,New,2,0,419,DEV005120,121.41
C005121,DE,2025-08-23,Occasional,3,0,554,DEV005121,171.28
C005122,IE,2020-03-11,Returning,8,0,2766,DEV005122,611.04
C005123,DE,2024-03-01,Occasional,5,0,836,DEV005123,252.49
C005124,DE,2021-02-02,Loyal,81,0,2067,DEV005124,5063.86
C005125,IE,2024-08-25,Occasional,3,0,533,DEV005125,269.69
C005126,CA,2025-12-08,New,1,0,150,DEV005126,118.11
C005127,ES,2025-05-21,New,0,0,759,DEV005127,0.0
C005128,ES,2020-06-11,Returning,10,0,2671,DEV005128,956.43
C005129,DE,2023-01-06,Occasional,4,0,1266,DEV005129,369.63
C005130,NL,2025-06-17,Occasional,5,0,205,DEV005130,469.96
C005131,US,2022-11-01,Loyal,33,0,1223,DEV005131,3416.6
C005132,ES,2025-10-08,New,0,0,116,DEV005132,0.0
C005133,CA,2022-04-16,Occasional,1,0,1966,DEV005133,25.22
C005134,IE,2023-09-20,Loyal,23,0,883,DEV005134,2472.42
C005135,US,2023-08-17,Loyal,28,0,1070,DEV005135,2227.32
C005136,NL,2024-09-15,Occasional,5,0,1040,DEV005136,643.26
C005137,DE,2024-07-08,Occasional,6,0,644,DEV005137,548.54
C005138,ES,2025-08-18,New,0,0,561,DEV005138,0.0
C005139,GB,2025-02-13,New,2,0,413,DEV005139,197.58
C005140,IE,2021-04-23,Returning,7,0,1864,DEV005140,841.77
C005141,IT,2021-06-03,Loyal,77,0,2110,DEV005141,1772.92
C005142,IE,2021-02-04,Returning,8,0,2209,DEV005142,789.94
C005143,NL,2022-10-21,Occasional,6,0,1520,DEV005143,364.37
C005144,FR,2025-07-15,New,1,0,380,DEV005144,39.75
C005145,IE,2022-05-03,Occasional,3,0,2000,DEV005145,226.59
C005146,ES,2022-11-17,Occasional,4,0,1573,DEV005146,383.18
C005147,AU,2017-07-09,Loyal,49,0,3433,DEV005147,5886.34
C005148,ES,2025-06-07,New,2,0,224,DEV005148,230.22
C005149,US,2020-01-28,Loyal,32,0,2872,DEV005149,1196.11
C005150,IT,2022-04-25,Returning,10,0,1473,DEV005150,1341.85
C005151,IE,2022-09-16,Occasional,2,0,1732,DEV005151,157.59
C005152,AU,2022-05-17,Returning,12,0,1728,DEV005152,1632.18
C005153,ES,2019-04-10,Loyal,57,0,3004,DEV005153,3657.2
C005154,ES,2022-05-10,Occasional,5,0,1497,DEV005154,461.19
C005155,AU,2023-09-03,Loyal,31,0,1290,DEV005155,5443.52
C005156,IE,2023-02-06,Returning,14,0,1129,DEV005156,665.7
C005157,GB,2021-10-05,Returning,24,0,2024,DEV005157,2846.31
C005158,GB,2018-03-06,Loyal,75,0,3246,DEV005158,7051.28
C005159,NL,2023-11-10,Returning,20,0,1193,DEV005159,2127.72
C005160,AU,2024-10-12,Occasional,1,0,513,DEV005160,140.3
C005161,US,2024-03-28,Returning,15,0,1231,DEV005161,1246.66
C005162,IT,2024-08-08,Returning,20,0,762,DEV005162,696.18
C005163,IT,2020-03-30,Returning,15,0,2305,DEV005163,1072.43
C005164,IT,2022-07-29,Occasional,3,0,1904,DEV005164,473.65
C005165,FR,2025-02-09,New,0,0,833,DEV005165,0.0
C005166,FR,2025-10-18,New,2,0,424,DEV005166,70.16
C005167,FR,2023-08-19,Occasional,2,0,1518,DEV005167,221.42
C005168,IT,2023-08-16,Occasional,3,0,1500,DEV005168,443.36
C005169,AU,2023-09-21,Returning,13,0,915,DEV005169,1408.39
C005170,NL,2025-03-01,New,0,0,549,DEV005170,0.0
C005171,US,2024-03-28,Occasional,6,0,1050,DEV005171,856.4
C005172,DE,2022-08-24,Occasional,6,0,1363,DEV005172,779.16
C005173,CA,2021-09-07,Returning,20,0,2117,DEV005173,1462.57
C005174,GB,2022-04-23,Occasional,6,0,1761,DEV005174,653.12
C005175,GB,2025-10-21,New,0,0,753,DEV005175,0.0
C005176,ES,2025-06-05,Occasional,2,0,712,DEV005176,325.09
