dispute_id,payment_id,dispute_date,dispute_reason,disputed_amount,dispute_fee,dispute_status,resolution_date,recovered_amount,net_dispute_loss
D000560,P0028856,2025-11-05,Fraudulent,59.21,15.0,Lost,2025-11-28,0.0,74.21
D000561,P0010045,2025-12-14,Subscription Cancelled,33.31,15.0,Lost,2025-12-31,0.0,48.31
D000562,P0030594,2025-11-26,Fraudulent,470.34,15.0,Won,2025-12-21,470.34,15.0
D000563,P0013560,2025-12-07,Product Unacceptable,51.18,15.0,Won,2026-01-03,51.18,15.0
D000564,P0031436,2025-12-02,Product Unacceptable,714.08,15.0,Won,2025-12-11,714.08,15.0
D000565,P0002349,2025-11-05,Product Not Received,705.48,15.0,Lost,2025-11-12,0.0,720.48
D000566,P0038707,2025-12-11,Fraudulent,24.66,15.0,Won,2026-01-10,24.66,15.0
D000567,P0048764,2025-11-05,Product Not Received,555.88,15.0,Lost,2025-12-17,0.0,570.88
D000568,P0044948,2025-11-04,Processing Error,41.32,15.0,Won,2025-11-16,41.32,15.0
D000569,P0007252,2025-11-22,Product Unacceptable,231.14,15.0,Won,2025-12-08,231.14,15.0
D000570,P0019068,2025-11-21,Processing Error,18.17,15.0,Lost,2025-12-31,0.0,33.17
D000571,P0041791,2025-12-12,Processing Error,16.14,15.0,Lost,2026-01-11,0.0,31.14
D000572,P0007994,2025-11-15,Product Not Received,968.73,15.0,Lost,2025-12-14,0.0,983.73
D000573,P0027074,2025-12-09,Fraudulent,13.46,15.0,Won,2026-01-04,13.46,15.0
D000574,P0037985,2025-12-16,Product Not Received,9.24,15.0,Lost,2026-01-29,0.0,24.24
D000575,P0037732,2025-12-02,Product Not Received,385.91,15.0,Lost,2026-01-12,0.0,400.91
D000576,P0007281,2025-11-14,Product Unacceptable,59.32,15.0,Lost,2025-12-24,0.0,74.32
D000577,P0047337,2025-12-19,Subscription Cancelled,34.35,15.0,Pending,,0.0,49.35
D000578,P0040704,2025-11-16,Processing Error,20.69,15.0,Lost,2025-12-28,0.0,35.69
D000579,P0035279,2025-12-29,Fraudulent,41.21,15.0,Lost,2026-01-20,0.0,56.21
D000580,P0018452,2025-12-06,Processing Error,47.07,15.0,Lost,2026-01-04,0.0,62.07
D000581,P0022477,2025-12-27,Product Unacceptable,127.46,15.0,Pending,,0.0,142.46
D000582,P0018480,2025-11-08,Product Not Received,55.82,15.0,Lost,2025-11-15,0.0,70.82
D000583,P0019245,2025-12-14,Product Not Received,220.22,15.0,Won,2025-12-29,220.22,15.0
D000584,P0048827,2025-12-15,Duplicate Payment,114.6,15.0,Lost,2026-01-02,0.0,129.6
D000585,P0005048,2025-12-10,Product Unacceptable,96.48,15.0,Lost,2026-01-22,0.0,111.48
D000586,P0026475,2025-11-14,Fraudulent,25.17,15.0,Pending,,0.0,40.17
D000587,P0013243,2025-12-21,Duplicate Payment,198.93,15.0,Lost,2026-01-13,0.0,213.93
D000588,P0024426,2025-11-28,Product Not Received,22.89,15.0,Won,2025-12-07,22.89,15.0
D000589,P0004123,2026-01-02,Processing Error,34.7,15.0,Lost,2026-02-15,0.0,49.7
D000590,P0018815,2025-11-20,Product Unacceptable,32.06,15.0,Won,2025-12-25,32.06,15.0
D000591,P0022720,2025-12-30,Product Unacceptable,387.48,15.0,Lost,2026-02-05,0.0,402.48
D000592,P0017539,2025-11-29,Subscription Cancelled,35.82,15.0,Lost,2026-01-09,0.0,50.82
D000593,P0001267,2025-12-02,Processing Error,31.66,15.0,Won,2026-01-15,31.66,15.0
D000594,P0033392,2025-11-15,Product Unacceptable,14.56,15.0,Pending,,0.0,29.56
D000595,P0046141,2025-11-23,Duplicate Payment,10.49,15.0,Lost,2025-12-25,0.0,25.49
D000596,P0027706,2025-12-11,Product Unacceptable,108.19,15.0,Pending,,0.0,123.19
D000597,P0018947,2025-12-29,Product Unacceptable,61.89,15.0,Lost,2026-01-17,0.0,76.89
D000598,P0032820,2025-12-29,Product Not Received,300.36,15.0,Lost,2026-01-23,0.0,315.36
D000599,P0010676,2025-12-31,Processing Error,106.04,15.0,Lost,2026-02-07,0.0,121.04
D000600,P0033837,2025-12-26,Product Not Received,23.89,15.0,Pending,,0.0,38.89
D000601,P0041846,2025-11-24,Product Unacceptable,84.09,15.0,Lost,2025-12-27,0.0,99.09
D000602,P0039154,2025-12-08,Product Not Received,279.78,15.0,Won,2026-01-22,279.78,15.0
D000603,P0032135,2025-11-22,Product Unacceptable,891.85,15.0,Won,2025-12-11,891.85,15.0
D000604,P0033808,2025-12-13,Product Not Received,160.2,15.0,Pending,,0.0,175.2
D000605,P0031483,2025-11-15,Product Unacceptable,836.47,15.0,Lost,2025-12-25,0.0,851.47
D000606,P0023865,2025-12-31,Subscription Cancelled,291.55,15.0,Won,2026-01-25,291.55,15.0
D000607,P0002639,2026-01-10,Duplicate Payment,7.99,15.0,Lost,2026-02-04,0.0,22.99
D000608,P0001264,2025-11-15,Product Not Received,153.39,15.0,Won,2025-11-24,153.39,15.0
D000609,P0033707,2025-12-13,Product Not Received,617.47,15.0,Lost,2025-12-22,0.0,632.47
D000610,P0020256,2026-01-12,Processing Error,46.3,15.0,Lost,2026-02-13,0.0,61.3
D000611,P0030472,2025-11-16,Subscription Cancelled,426.16,15.0,Won,2025-11-28,426.16,15.0
D000612,P0037091,2025-12-23,Subscription Cancelled,209.35,15.0,Won,2026-01-11,209.35,15.0
D000613,P0039071,2026-01-12,Fraudulent,118.45,15.0,Lost,2026-02-25,0.0,133.45
D000614,P0030192,2025-12-13,Subscription Cancelled,52.74,15.0,Pending,,0.0,67.74
D000615,P0032141,2026-01-14,Processing Error,59.55,15.0,Lost,2026-02-16,0.0,74.55
D000616,P0038041,2025-12-07,Product Not Received,49.23,15.0,Lost,2026-01-06,0.0,64.23
D000617,P0048902,2025-12-10,Processing Error,41.68,15.0,Lost,2025-12-26,0.0,56.68
D000618,P0026074,2025-12-27,Duplicate Payment,17.82,15.0,Lost,2026-01-18,0.0,32.82
D000619,P0035913,2026-01-01,Processing Error,16.8,15.0,Lost,2026-01-30,0.0,31.8
D000620,P0011795,2026-01-09,Product Unacceptable,27.7,15.0,Lost,2026-01-27,0.0,42.7
D000621,P0040864,2025-12-06,Processing Error,21.04,15.0,Won,2026-01-09,21.04,15.0
D000622,P0002644,2026-01-05,Subscription Cancelled,23.63,15.0,Won,2026-01-24,23.63,15.0
D000623,P0038017,2025-12-03,Processing Error,5.36,15.0,Lost,2025-12-27,0.0,20.36
D000624,P0011718,2025-12-04,Product Unacceptable,315.45,15.0,Lost,2025-12-12,0.0,330.45
D000625,P0029082,2026-01-06,Processing Error,20.91,15.0,Lost,2026-01-29,0.0,35.91
D000626,P0043653,2025-12-14,Product Unacceptable,152.65,15.0,Lost,2026-01-12,0.0,167.65
D000627,P0049805,2025-12-31,Product Unacceptable,18.35,15.0,Lost,2026-01-29,0.0,33.35
D000628,P0027760,2025-12-07,Subscription Cancelled,49.43,15.0,Lost,2025-12-14,0.0,64.43
D000629,P0025771,2025-12-31,Processing Error,603.72,15.0,Lost,2026-01-20,0.0,618.72
D000630,P0034178,2025-12-30,Fraudulent,39.4,15.0,Lost,2026-01-17,0.0,54.4
D000631,P0021918,2025-12-19,Processing Error,126.25,15.0,Pending,,0.0,141.25
D000632,P0033847,2025-12-03,Processing Error,21.84,15.0,Lost,2025-12-23,0.0,36.84
D000633,P0005288,2026-01-04,Subscription Cancelled,197.55,15.0,Lost,2026-02-17,0.0,212.55
D000634,P0003290,2025-12-31,Duplicate Payment,57.02,15.0,Won,2026-01-22,57.02,15.0
D000635,P0020672,2025-12-22,Product Unacceptable,24.35,15.0,Won,2026-01-31,24.35,15.0
D000636,P0048416,2026-01-12,Fraudulent,40.39,15.0,Lost,2026-02-05,0.0,55.39
D000637,P0005539,2025-12-13,Product Not Received,143.82,15.0,Lost,2025-12-29,0.0,158.82
D000638,P0023290,2025-12-26,Processing Error,72.33,15.0,Lost,2026-01-20,0.0,87.33
D000639,P0044444,2025-11-30,Fraudulent,110.1,15.0,Lost,2026-01-05,0.0,125.1
D000640,P0019097,2026-01-18,Fraudulent,453.01,15.0,Won,2026-01-28,453.01,15.0
D000641,P0044951,2025-12-29,Processing Error,408.07,15.0,Lost,2026-01-11,0.0,423.07
D000642,P0017154,2026-01-14,Processing Error,151.53,15.0,Won,2026-02-05,151.53,15.0
D000643,P0005121,2025-12-20,Fraudulent,103.68,15.0,Won,2026-02-01,103.68,15.0
D000644,P0032951,2025-12-03,Subscription Cancelled,20.69,15.0,Lost,2025-12-14,0.0,35.69
D000645,P0009972,2026-01-11,Subscription Cancelled,165.42,15.0,Won,2026-02-25,165.42,15.0
D000646,P0027145,2025-12-30,Duplicate Payment,351.0,15.0,Lost,2026-02-07,0.0,366.0
D000647,P0019151,2026-01-14,Product Not Received,828.07,15.0,Lost,2026-02-24,0.0,843.07
D000648,P0032728,2025-12-09,Processing Error,25.71,15.0,Lost,2026-01-18,0.0,40.71
D000649,P0017697,2025-12-26,Processing Error,463.51,15.0,Won,2026-02-03,463.51,15.0
D000650,P0017889,2025-12-21,Processing Error,527.41,15.0,Won,2026-02-04,527.41,15.0
D000651,P0028707,2026-01-01,Product Unacceptable,152.31,15.0,Lost,2026-01-17,0.0,167.31
D000652,P0002542,2026-01-16,Product Unacceptable,7.5,15.0,Pending,,0.0,22.5
D000653,P0028182,2025-11-26,Product Unacceptable,202.51,15.0,Pending,,0.0,217.51
D000654,P0002826,2026-01-05,Duplicate Payment,32.77,15.0,Pending,,0.0,47.77
D000655,P0025190,2025-12-09,Product Unacceptable,86.39,15.0,Lost,2025-12-18,0.0,101.39
D000656,P0028266,2025-11-28,Fraudulent,755.34,15.0,Won,2026-01-02,755.34,15.0
D000657,P0033094,2025-12-25,Duplicate Payment,18.38,15.0,Won,2026-02-04,18.38,15.0
D000658,P0018290,2025-12-26,Product Not Received,87.37,15.0,Lost,2026-02-01,0.0,102.37
D000659,P0020770,2025-11-27,Product Not Received,98.87,15.0,Won,2026-01-11,98.87,15.0
D000660,P0039085,2026-01-11,Processing Error,295.32,15.0,Lost,2026-02-01,0.0,310.32
D000661,P0010728,2025-12-10,Subscription Cancelled,197.31,15.0,Lost,2025-12-17,0.0,212.31
D000662,P0044233,2026-01-01,Subscription Cancelled,30.18,15.0,Won,2026-01-26,30.18,15.0
D000663,P0033722,2026-01-12,Product Unacceptable,19.52,15.0,Lost,2026-02-24,0.0,34.52
D000664,P0048016,2026-01-21,Processing Error,28.98,15.0,Lost,2026-02-23,0.0,43.98
D000665,P0037300,2026-01-02,Duplicate Payment,30.21,15.0,Lost,2026-01-29,0.0,45.21
D000666,P0013430,2026-01-10,Product Unacceptable,25.99,15.0,Lost,2026-01-23,0.0,40.99
D000667,P0026104,2026-01-19,Subscription Cancelled,14.4,15.0,Won,2026-02-27,14.4,15.0
D000668,P0033607,2026-01-08,Product Not Received,7.51,15.0,Lost,2026-01-16,0.0,22.51
D000669,P0020614,2026-01-10,Processing Error,357.72,15.0,Pending,,0.0,372.72
D000670,P0017346,2025-12-13,Fraudulent,30.46,15.0,Lost,2026-01-02,0.0,45.46
D000671,P0023930,2026-01-05,Fraudulent,41.6,15.0,Lost,2026-01-14,0.0,56.6
D000672,P0045875,2025-12-23,Product Not Received,83.24,15.0,Lost,2026-01-12,0.0,98.24
D000673,P0025061,2026-01-11,Product Unacceptable,42.49,15.0,Pending,,0.0,57.49
D000674,P0046132,2026-01-27,Subscription Cancelled,57.91,15.0,Won,2026-02-07,57.91,15.0
D000675,P0034936,2026-01-12,Product Not Received,604.67,15.0,Lost,2026-02-04,0.0,619.67
D000676,P0038137,2026-01-17,Subscription Cancelled,41.88,15.0,Lost,2026-03-03,0.0,56.88
D000677,P0042667,2026-01-22,Processing Error,511.13,15.0,Lost,2026-01-29,0.0,526.13
D000678,P0048043,2026-01-22,Duplicate Payment,33.3,15.0,Pending,,0.0,48.3
D000679,P0034049,2025-12-13,Processing Error,48.95,15.0,Lost,2026-01-16,0.0,63.95
D000680,P0032930,2025-12-23,Product Not Received,47.67,15.0,Lost,2026-02-05,0.0,62.67
D000681,P0040936,2026-01-27,Subscription Cancelled,55.23,15.0,Lost,2026-02-16,0.0,70.23
D000682,P0012620,2026-01-12,Fraudulent,35.42,15.0,Lost,2026-02-04,0.0,50.42
D000683,P0029179,2026-01-26,Subscription Cancelled,56.32,15.0,Lost,2026-02-16,0.0,71.32
D000684,P0011141,2026-01-26,Subscription Cancelled,14.76,15.0,Lost,2026-02-08,0.0,29.76
D000685,P0038335,2025-12-03,Subscription Cancelled,264.55,15.0,Lost,2025-12-16,0.0,279.55
D000686,P0011906,2026-01-21,Processing Error,668.09,15.0,Pending,,0.0,683.09
D000687,P0025101,2026-01-30,Product Unacceptable,135.42,15.0,Lost,2026-03-01,0.0,150.42
D000688,P0038124,2026-01-05,Product Not Received,1436.76,15.0,Lost,2026-02-06,0.0,1451.76
D000689,P0019898,2026-01-20,Processing Error,32.95,15.0,Lost,2026-02-09,0.0,47.95
D000690,P0011437,2025-12-25,Processing Error,89.21,15.0,Won,2026-01-19,89.21,15.0
D000691,P0032845,2025-12-10,Product Not Received,242.6,15.0,Lost,2026-01-11,0.0,257.6
D000692,P0036663,2025-12-07,Processing Error,27.04,15.0,Lost,2025-12-29,0.0,42.04
D000693,P0002581,2026-01-29,Product Unacceptable,15.21,15.0,Won,2026-03-10,15.21,15.0
D000694,P0009228,2026-01-01,Processing Error,6.03,15.0,Lost,2026-01-09,0.0,21.03
D000695,P0039191,2026-01-15,Processing Error,53.49,15.0,Lost,2026-01-22,0.0,68.49
D000696,P0027497,2026-01-30,Duplicate Payment,124.12,15.0,Lost,2026-03-13,0.0,139.12
D000697,P0025966,2026-01-25,Subscription Cancelled,56.97,15.0,Lost,2026-03-07,0.0,71.97
D000698,P0003288,2026-01-06,Subscription Cancelled,113.67,15.0,Lost,2026-02-05,0.0,128.67
D000699,P0019635,2025-12-25,Product Not Received,140.24,15.0,Lost,2026-01-05,0.0,155.24
D000700,P0048920,2025-12-21,Fraudulent,11.07,15.0,Won,2026-01-25,11.07,15.0
D000701,P0019076,2026-01-11,Duplicate Payment,37.29,15.0,Lost,2026-01-18,0.0,52.29
D000702,P0026267,2026-02-02,Fraudulent,341.38,15.0,Won,2026-02-17,341.38,15.0
D000703,P0013174,2026-02-03,Duplicate Payment,781.53,15.0,Won,2026-03-17,781.53,15.0
D000704,P0009396,2026-01-23,Fraudulent,21.45,15.0,Lost,2026-02-14,0.0,36.45
D000705,P0024333,2026-01-31,Product Not Received,609.22,15.0,Won,2026-02-21,609.22,15.0
D000706,P0049407,2026-01-12,Subscription Cancelled,163.89,15.0,Won,2026-01-28,163.89,15.0
D000707,P0049768,2026-02-04,Fraudulent,56.32,15.0,Lost,2026-03-19,0.0,71.32
D000708,P0021327,2026-01-17,Product Not Received,45.22,15.0,Lost,2026-02-08,0.0,60.22
D000709,P0032498,2026-01-17,Product Not Received,445.12,15.0,Lost,2026-03-02,0.0,460.12
D000710,P0049139,2026-01-31,Subscription Cancelled,76.53,15.0,Lost,2026-03-14,0.0,91.53
D000711,P0001458,2026-01-01,Subscription Cancelled,29.7,15.0,Won,2026-01-22,29.7,15.0
D000712,P0001503,2026-01-28,Processing Error,272.32,15.0,Lost,2026-02-06,0.0,287.32
D000713,P0006066,2026-01-06,Product Unacceptable,25.8,15.0,Lost,2026-01-31,0.0,40.8
D000714,P0044578,2026-01-12,Product Not Received,18.31,15.0,Pending,,0.0,33.31
D000715,P0018954,2025-12-18,Duplicate Payment,172.13,15.0,Lost,2026-01-30,0.0,187.13
D000716,P0043796,2025-12-31,Product Not Received,32.35,15.0,Lost,2026-01-09,0.0,47.35
D000717,P0049288,2025-12-29,Product Not Received,23.9,15.0,Lost,2026-01-12,0.0,38.9
D000718,P0048582,2026-01-19,Subscription Cancelled,12.1,15.0,Lost,2026-02-18,0.0,27.1
D000719,P0000293,2025-12-14,Fraudulent,108.56,15.0,Lost,2026-01-03,0.0,123.56
D000720,P0048746,2026-01-22,Duplicate Payment,59.31,15.0,Lost,2026-03-04,0.0,74.31
D000721,P0010897,2026-01-16,Processing Error,94.19,15.0,Won,2026-02-07,94.19,15.0
D000722,P0015523,2025-12-23,Product Unacceptable,139.76,15.0,Lost,2026-01-05,0.0,154.76
D000723,P0013499,2026-01-03,Subscription Cancelled,15.68,15.0,Won,2026-02-13,15.68,15.0
D000724,P0011301,2026-01-20,Product Not Received,82.16,15.0,Lost,2026-02-03,0.0,97.16
D000725,P0042883,2026-02-11,Product Unacceptable,16.12,15.0,Pending,,0.0,31.12
D000726,P0001789,2025-12-22,Processing Error,31.73,15.0,Lost,2026-01-09,0.0,46.73
D000727,P0001601,2025-12-24,Processing Error,41.92,15.0,Won,2026-01-15,41.92,15.0
D000728,P0035022,2026-01-06,Product Not Received,160.56,15.0,Won,2026-01-16,160.56,15.0
D000729,P0049414,2026-01-13,Product Unacceptable,78.37,15.0,Lost,2026-02-23,0.0,93.37
D000730,P0040337,2026-02-09,Product Unacceptable,229.97,15.0,Lost,2026-03-19,0.0,244.97
D000731,P0041621,2026-01-29,Product Not Received,29.06,15.0,Won,2026-02-16,29.06,15.0
D000732,P0037370,2026-01-17,Product Unacceptable,253.93,15.0,Lost,2026-02-13,0.0,268.93
D000733,P0034467,2026-02-10,Product Unacceptable,18.27,15.0,Lost,2026-03-03,0.0,33.27
D000734,P0033880,2025-12-30,Product Not Received,24.59,15.0,Won,2026-02-09,24.59,15.0
D000735,P0011014,2026-01-01,Product Not Received,376.78,15.0,Won,2026-01-10,376.78,15.0
D000736,P0034020,2026-01-25,Subscription Cancelled,359.88,15.0,Lost,2026-02-02,0.0,374.88
D000737,P0005206,2026-02-03,Duplicate Payment,11.12,15.0,Won,2026-02-15,11.12,15.0
D000738,P0044441,2026-01-03,Duplicate Payment,5.81,15.0,Lost,2026-01-25,0.0,20.81
D000739,P0009730,2026-01-06,Processing Error,417.92,15.0,Lost,2026-02-04,0.0,432.92
D000740,P0045934,2026-02-06,Product Unacceptable,27.42,15.0,Pending,,0.0,42.42
D000741,P0016354,2025-12-29,Fraudulent,52.58,15.0,Lost,2026-02-04,0.0,67.58
D000742,P0011186,2025-12-26,Fraudulent,120.98,15.0,Lost,2026-01-31,0.0,135.98
D000743,P0015056,2026-02-16,Product Unacceptable,58.51,15.0,Lost,2026-02-25,0.0,73.51
D000744,P0020886,2026-02-14,Product Not Received,106.36,15.0,Lost,2026-03-08,0.0,121.36
D000745,P0002132,2025-12-26,Product Not Received,76.61,15.0,Lost,2026-01-05,0.0,91.61
D000746,P0005602,2026-01-28,Subscription Cancelled,146.87,15.0,Won,2026-03-11,146.87,15.0
D000747,P0026276,2026-01-24,Duplicate Payment,29.49,15.0,Lost,2026-02-27,0.0,44.49
D000748,P0001993,2026-01-08,Subscription Cancelled,168.81,15.0,Lost,2026-02-11,0.0,183.81
D000749,P0043645,2026-01-30,Subscription Cancelled,24.58,15.0,Lost,2026-02-08,0.0,39.58
D000750,P0036017,2026-01-20,Subscription Cancelled,18.48,15.0,Won,2026-02-21,18.48,15.0
D000751,P0023453,2026-01-25,Subscription Cancelled,194.52,15.0,Lost,2026-03-11,0.0,209.52
D000752,P0005854,2026-02-03,Processing Error,32.58,15.0,Pending,,0.0,47.58
D000753,P0036261,2026-01-06,Processing Error,38.72,15.0,Pending,,0.0,53.72
D000754,P0011395,2026-01-17,Product Not Received,154.97,15.0,Won,2026-02-05,154.97,15.0
D000755,P0025670,2025-12-26,Product Not Received,158.47,15.0,Lost,2026-01-08,0.0,173.47
D000756,P0014728,2026-01-29,Processing Error,17.8,15.0,Won,2026-02-17,17.8,15.0
D000757,P0018390,2026-01-26,Product Not Received,300.28,15.0,Won,2026-02-05,300.28,15.0
D000758,P0045470,2026-02-14,Processing Error,201.55,15.0,Lost,2026-03-08,0.0,216.55
D000759,P0040197,2025-12-26,Duplicate Payment,36.98,15.0,Lost,2026-01-29,0.0,51.98
D000760,P0009092,2026-01-09,Processing Error,19.46,15.0,Lost,2026-01-28,0.0,34.46
D000761,P0023244,2026-02-13,Processing Error,36.41,15.0,Won,2026-03-01,36.41,15.0
D000762,P0018483,2026-02-14,Product Not Received,170.65,15.0,Lost,2026-02-25,0.0,185.65
D000763,P0015236,2025-12-29,Subscription Cancelled,178.84,15.0,Lost,2026-02-09,0.0,193.84
D000764,P0004935,2026-02-12,Product Unacceptable,281.01,15.0,Lost,2026-03-09,0.0,296.01
D000765,P0027536,2025-12-30,Subscription Cancelled,763.46,15.0,Lost,2026-02-04,0.0,778.46
D000766,P0012349,2025-12-29,Processing Error,42.8,15.0,Lost,2026-02-01,0.0,57.8
D000767,P0028938,2026-01-07,Product Not Received,326.06,15.0,Pending,,0.0,341.06
D000768,P0035105,2026-01-14,Product Not Received,14.38,15.0,Lost,2026-02-20,0.0,29.38
D000769,P0033739,2026-01-30,Duplicate Payment,32.29,15.0,Lost,2026-03-13,0.0,47.29
D000770,P0003669,2026-01-13,Product Unacceptable,783.59,15.0,Lost,2026-01-20,0.0,798.59
D000771,P0008716,2026-01-24,Product Not Received,15.23,15.0,Won,2026-02-08,15.23,15.0
D000772,P0038804,2026-01-14,Product Unacceptable,16.4,15.0,Lost,2026-02-01,0.0,31.4
D000773,P0012204,2026-02-11,Fraudulent,30.02,15.0,Pending,,0.0,45.02
D000774,P0047616,2026-02-08,Product Not Received,479.59,15.0,Lost,2026-03-09,0.0,494.59
D000775,P0021077,2026-01-15,Product Not Received,15.88,15.0,Lost,2026-02-02,0.0,30.88
D000776,P0025652,2026-01-20,Product Unacceptable,51.11,15.0,Lost,2026-02-04,0.0,66.11
D000777,P0016344,2026-02-10,Product Not Received,35.89,15.0,Lost,2026-03-14,0.0,50.89
D000778,P0030758,2025-12-26,Processing Error,656.48,15.0,Pending,,0.0,671.48
D000779,P0048942,2026-01-24,Fraudulent,28.54,15.0,Won,2026-03-01,28.54,15.0
D000780,P0011026,2026-01-06,Product Not Received,61.73,15.0,Pending,,0.0,76.73
D000781,P0047526,2025-12-26,Product Unacceptable,61.52,15.0,Lost,2026-01-21,0.0,76.52
D000782,P0047921,2026-02-08,Processing Error,49.12,15.0,Won,2026-03-02,49.12,15.0
D000783,P0035160,2025-12-31,Product Unacceptable,890.04,15.0,Lost,2026-01-19,0.0,905.04
D000784,P0049275,2026-01-04,Fraudulent,18.48,15.0,Lost,2026-02-14,0.0,33.48
D000785,P0009137,2026-02-09,Fraudulent,47.81,15.0,Won,2026-02-19,47.81,15.0
D000786,P0047910,2026-01-20,Processing Error,27.57,15.0,Lost,2026-02-20,0.0,42.57
D000787,P0006359,2026-02-12,Subscription Cancelled,57.32,15.0,Won,2026-03-03,57.32,15.0
D000788,P0013304,2026-01-15,Fraudulent,13.5,15.0,Lost,2026-02-18,0.0,28.5
D000789,P0014819,2026-02-12,Product Not Received,42.25,15.0,Lost,2026-03-02,0.0,57.25
D000790,P0045453,2026-01-09,Product Not Received,160.06,15.0,Lost,2026-02-08,0.0,175.06
D000791,P0031120,2026-01-10,Product Unacceptable,21.06,15.0,Lost,2026-02-13,0.0,36.06
D000792,P0023854,2026-01-03,Duplicate Payment,369.07,15.0,Lost,2026-01-10,0.0,384.07
D000793,P0045553,2026-01-16,Processing Error,28.41,15.0,Pending,,0.0,43.41
D000794,P0012037,2026-02-17,Processing Error,388.41,15.0,Lost,2026-03-29,0.0,403.41
D000795,P0015111,2026-02-16,Subscription Cancelled,73.8,15.0,Lost,2026-02-25,0.0,88.8
D000796,P0018145,2026-02-15,Product Not Received,672.71,15.0,Lost,2026-03-15,0.0,687.71
D000797,P0047044,2026-02-21,Processing Error,30.14,15.0,Lost,2026-03-20,0.0,45.14
D000798,P0030071,2026-02-20,Product Not Received,34.05,15.0,Won,2026-03-25,34.05,15.0
D000799,P0037488,2026-02-06,Product Unacceptable,938.65,15.0,Lost,2026-03-05,0.0,953.65
D000800,P0037898,2026-01-02,Fraudulent,51.31,15.0,Lost,2026-01-30,0.0,66.31
D000801,P0002366,2025-12-28,Product Not Received,309.15,15.0,Lost,2026-01-16,0.0,324.15
D000802,P0001762,2026-01-27,Duplicate Payment,439.41,15.0,Won,2026-02-18,439.41,15.0
D000803,P0014663,2026-01-02,Processing Error,99.96,15.0,Won,2026-02-01,99.96,15.0
D000804,P0037257,2026-02-03,Product Unacceptable,18.05,15.0,Lost,2026-02-26,0.0,33.05
D000805,P0042197,2026-02-21,Fraudulent,26.46,15.0,Pending,,0.0,41.46
D000806,P0014414,2026-01-23,Subscription Cancelled,25.43,15.0,Won,2026-02-03,25.43,15.0
D000807,P0021254,2025-12-29,Product Not Received,1080.41,15.0,Pending,,0.0,1095.41
D000808,P0028809,2025-12-29,Product Unacceptable,172.0,15.0,Pending,,0.0,187.0
D000809,P0006454,2026-01-26,Product Not Received,463.94,15.0,Lost,2026-03-11,0.0,478.94
D000810,P0036977,2026-01-20,Processing Error,46.24,15.0,Lost,2026-02-22,0.0,61.24
D000811,P0044689,2026-02-05,Fraudulent,425.99,15.0,Pending,,0.0,440.99
D000812,P0009467,2026-02-08,Fraudulent,25.34,15.0,Lost,2026-03-18,0.0,40.34
D000813,P0045924,2026-01-17,Product Unacceptable,356.51,15.0,Won,2026-02-18,356.51,15.0
D000814,P0044166,2026-01-26,Processing Error,916.36,15.0,Lost,2026-02-08,0.0,931.36
D000815,P0002626,2026-01-03,Product Not Received,564.96,15.0,Won,2026-02-14,564.96,15.0
D000816,P0035242,2026-01-19,Product Not Received,29.85,15.0,Won,2026-02-01,29.85,15.0
D000817,P0013477,2026-02-16,Subscription Cancelled,9.93,15.0,Won,2026-03-21,9.93,15.0
D000818,P0000100,2026-01-20,Product Unacceptable,1100.57,15.0,Lost,2026-03-05,0.0,1115.57
D000819,P0006713,2026-01-18,Duplicate Payment,21.95,15.0,Lost,2026-02-17,0.0,36.95
D000820,P0035816,2026-01-11,Duplicate Payment,92.32,15.0,Won,2026-02-10,92.32,15.0
D000821,P0042037,2026-01-05,Product Not Received,654.96,15.0,Lost,2026-02-09,0.0,669.96
D000822,P0036335,2026-01-28,Duplicate Payment,39.6,15.0,Lost,2026-03-02,0.0,54.6
D000823,P0036816,2026-02-13,Product Not Received,52.63,15.0,Pending,,0.0,67.63
D000824,P0042506,2026-02-24,Product Unacceptable,61.06,15.0,Won,2026-04-05,61.06,15.0
D000825,P0043731,2026-02-08,Product Unacceptable,602.81,15.0,Won,2026-03-07,602.81,15.0
D000826,P0012716,2026-02-03,Processing Error,80.82,15.0,Lost,2026-02-10,0.0,95.82
D000827,P0018206,2026-02-26,Processing Error,195.14,15.0,Pending,,0.0,210.14
D000828,P0014529,2026-01-11,Fraudulent,46.35,15.0,Lost,2026-01-27,0.0,61.35
D000829,P0006459,2026-02-21,Product Not Received,262.65,15.0,Won,2026-03-29,262.65,15.0
D000830,P0016193,2026-02-02,Processing Error,342.02,15.0,Won,2026-03-08,342.02,15.0
D000831,P0049841,2026-01-25,Fraudulent,434.01,15.0,Lost,2026-03-02,0.0,449.01
D000832,P0010795,2026-01-14,Product Not Received,562.46,15.0,Lost,2026-02-17,0.0,577.46
D000833,P0023564,2026-01-29,Product Unacceptable,67.02,15.0,Lost,2026-03-05,0.0,82.02
D000834,P0008362,2026-02-22,Duplicate Payment,16.86,15.0,Lost,2026-03-31,0.0,31.86
