payment_id,transaction_timestamp,merchant_id,customer_id,amount,currency,processing_fee,payment_method,card_type,card_network,issuer_country,billing_country,ip_country,device_type,device_id,is_new_device,is_new_customer,is_cross_border,country_mismatch_flag,velocity_1h,authentication_used,authentication_result,risk_score,decision,authorisation_status,decline_reason,confirmed_fraud,refund_status
P0025579,2025-10-14 19:20:40,M00087,C009341,25.68,CAD,0.56,Card,Debit,Mastercard,IE,IE,CA,Mobile,DEV009341,0,1,1,1,1,1,Successful,68,Review,Approved,Not Applicable,0,Not Refunded
P0023439,2025-10-14 19:20:45,M00095,C008255,1085.63,GBP,15.4,Digital Wallet,Debit,Visa,CA,CA,CA,Mobile,DEV008255,0,0,1,0,1,1,Failed,45,Approve,Declined,Authentication Failed,0,Not Refunded
P0035198,2025-10-14 19:35:57,M00097,C001692,17.0,AUD,0.44,Card,Debit,Mastercard,IE,IE,IE,Mobile,DEV001692,0,0,1,0,1,1,Successful,30,Approve,Approved,Not Applicable,0,Not Refunded
P0026094,2025-10-14 19:41:19,M00087,C000642,12.12,CAD,0.37,Card,Credit,Visa,CA,CA,CA,Mobile,DEV000642,0,0,0,0,1,1,Successful,36,Approve,Approved,Not Applicable,0,Not Refunded
P0029810,2025-10-14 19:47:27,M00042,C009345,24.88,EUR,0.55,Card,Credit,Visa,IE,IE,IE,Mobile,DEV009345,0,0,1,0,1,1,Successful,48,Approve,Approved,Not Applicable,0,Not Refunded
P0018147,2025-10-14 20:05:37,M00056,C000312,372.08,EUR,5.41,Digital Wallet,Credit,Mastercard,US,US,US,Mobile,DEV000312,0,0,1,0,1,1,Successful,40,Approve,Approved,Not Applicable,0,Not Refunded
P0027288,2025-10-14 20:12:18,M00024,C007730,84.66,EUR,1.39,Card,Credit,Mastercard,IT,IT,IT,Desktop,DEV007730,0,0,1,0,1,1,Successful,5,Approve,Approved,Not Applicable,0,Not Refunded
P0000783,2025-10-14 20:13:00,M00017,C005120,50.1,AUD,0.9,Card,Credit,Mastercard,GB,GB,GB,Mobile,DEV005120,0,1,1,0,1,1,Successful,36,Approve,Approved,Not Applicable,0,Not Refunded
P0048650,2025-10-14 20:21:09,M00060,C001861,50.24,EUR,0.9,Bank Transfer,Not Applicable,Not Applicable,US,US,US,Desktop,NEWDEV309139,1,0,1,0,1,0,Not Attempted,32,Approve,Approved,Not Applicable,0,Not Refunded
P0004746,2025-10-14 20:30:11,M00094,C005676,16.84,GBP,0.44,Card,Credit,Visa,US,US,US,Desktop,DEV005676,0,0,1,0,1,1,Successful,32,Approve,Approved,Not Applicable,0,Not Refunded
P0039752,2025-10-14 20:31:39,M00051,C004808,51.36,EUR,0.92,Card,Debit,Visa,AU,AU,AU,Desktop,NEWDEV648208,1,1,1,0,1,1,Successful,49,Approve,Approved,Not Applicable,0,Not Refunded
P0006928,2025-10-14 20:33:14,M00096,C009851,25.82,USD,0.56,Card,Debit,Visa,IT,IT,IT,Mobile,DEV009851,0,0,1,0,1,0,Not Attempted,27,Approve,Approved,Not Applicable,0,Not Refunded
P0030503,2025-10-14 21:01:11,M00095,C002016,680.48,GBP,9.73,Digital Wallet,Credit,Mastercard,AU,GB,GB,Mobile,NEWDEV611197,1,1,1,1,1,1,Successful,81,Block,Declined,Risk Block,0,Not Refunded
P0018443,2025-10-14 21:04:21,M00084,C009912,46.15,EUR,0.85,Card,Debit,Visa,DE,DE,DE,Mobile,DEV009912,0,0,1,0,1,1,Successful,14,Approve,Approved,Not Applicable,0,Not Refunded
P0004279,2025-10-14 21:06:55,M00043,C007803,18.53,USD,0.46,Card,Debit,Mastercard,DE,DE,DE,Mobile,DEV007803,0,0,1,0,1,1,Failed,29,Approve,Approved,Not Applicable,0,Not Refunded
P0035476,2025-10-14 21:08:50,M00036,C009485,39.95,EUR,0.76,Digital Wallet,Debit,Mastercard,AU,AU,DE,Desktop,DEV009485,0,0,1,1,1,1,Successful,30,Approve,Approved,Not Applicable,0,Not Refunded
P0020936,2025-10-14 21:09:27,M00096,C003194,18.74,USD,0.46,Card,Credit,Visa,FR,FR,US,Tablet,DEV003194,0,1,1,1,1,1,Failed,45,Approve,Approved,Not Applicable,0,Not Refunded
P0027335,2025-10-14 21:11:18,M00094,C007727,6.41,GBP,0.29,Card,Debit,Visa,DE,DE,DE,Desktop,DEV007727,0,0,1,0,1,1,Successful,39,Approve,Approved,Not Applicable,0,Not Refunded
P0017600,2025-10-14 21:27:49,M00003,C006534,45.87,CAD,0.84,Card,Debit,Mastercard,IE,IE,IE,Mobile,DEV006534,0,0,1,0,1,1,Successful,31,Approve,Approved,Not Applicable,0,Not Refunded
P0013013,2025-10-14 22:00:13,M00053,C006169,22.35,EUR,0.51,Card,Debit,Visa,DE,DE,DE,Mobile,DEV006169,0,0,1,0,1,1,Successful,39,Approve,Approved,Not Applicable,0,Not Refunded
P0023206,2025-10-14 22:03:13,M00080,C009666,40.69,EUR,0.77,Digital Wallet,Debit,Mastercard,CA,CA,CA,Mobile,NEWDEV486682,1,0,1,0,1,1,Successful,44,Approve,Approved,Not Applicable,0,Not Refunded
P0041766,2025-10-14 22:12:45,M00040,C001376,49.08,EUR,0.89,Card,Credit,Mastercard,NL,NL,NL,Desktop,NEWDEV729560,1,0,1,0,1,1,Successful,29,Approve,Declined,Insufficient Funds,0,Not Refunded
P0038098,2025-10-14 22:21:50,M00049,C001719,577.73,CAD,8.29,Bank Transfer,Not Applicable,Not Applicable,GB,GB,GB,Desktop,DEV001719,0,0,1,0,1,0,Not Attempted,40,Approve,Approved,Not Applicable,0,Not Refunded
P0015039,2025-10-14 22:23:47,M00007,C008651,367.51,EUR,5.35,Card,Credit,Mastercard,GB,GB,GB,Mobile,DEV008651,0,0,1,0,1,1,Successful,34,Approve,Approved,Not Applicable,0,Not Refunded
P0010018,2025-10-14 22:33:21,M00049,C008640,334.35,CAD,4.88,Card,Credit,Mastercard,GB,GB,GB,Desktop,NEWDEV210507,1,1,1,0,1,1,Successful,62,Review,Approved,Not Applicable,0,Not Refunded
P0006983,2025-10-14 22:37:31,M00028,C004604,10.28,AUD,0.34,Card,Debit,Mastercard,IE,IE,IE,Desktop,NEWDEV236339,1,1,1,0,1,1,Successful,52,Approve,Approved,Not Applicable,0,Not Refunded
P0038545,2025-10-14 22:47:10,M00017,C001183,23.61,AUD,0.53,Card,Debit,Mastercard,DE,DE,DE,Desktop,DEV001183,0,0,1,0,1,1,Successful,37,Approve,Approved,Not Applicable,0,Not Refunded
P0013638,2025-10-14 23:17:25,M00055,C006124,16.61,GBP,0.43,Card,Debit,Mastercard,IE,IE,FR,Desktop,DEV006124,0,1,1,1,1,1,Successful,43,Approve,Approved,Not Applicable,0,Not Refunded
P0013935,2025-10-14 23:21:14,M00023,C001040,231.64,GBP,3.44,Bank Transfer,Not Applicable,Not Applicable,DE,DE,DE,Mobile,NEWDEV265306,1,1,1,0,1,0,Not Attempted,65,Review,Approved,Not Applicable,0,Not Refunded
P0019550,2025-10-14 23:22:53,M00087,C009675,64.32,CAD,1.1,Digital Wallet,Debit,Amex,ES,ES,ES,Mobile,DEV009675,0,0,1,0,1,1,Successful,41,Approve,Approved,Not Applicable,0,Not Refunded
P0017402,2025-10-15 00:03:16,M00094,C005733,12.83,GBP,0.38,Card,Credit,Mastercard,US,US,US,Tablet,DEV005733,0,0,1,0,1,1,Successful,34,Approve,Approved,Not Applicable,0,Not Refunded
P0029032,2025-10-15 00:34:54,M00095,C003958,873.16,GBP,12.42,Card,Credit,Visa,AU,AU,AU,Desktop,DEV003958,0,0,1,0,1,1,Successful,36,Approve,Approved,Not Applicable,0,Not Refunded
P0033927,2025-10-15 00:36:45,M00094,C009841,45.47,GBP,0.84,Bank Transfer,Not Applicable,Not Applicable,GB,GB,GB,Desktop,DEV009841,0,0,0,0,1,0,Not Attempted,24,Approve,Approved,Not Applicable,0,Not Refunded
P0032894,2025-10-15 00:39:24,M00010,C009810,64.16,EUR,1.1,Card,Debit,Mastercard,IT,IT,IT,Mobile,NEWDEV081854,1,1,1,0,1,1,Failed,26,Approve,Declined,Authentication Failed,0,Not Refunded
P0010587,2025-10-15 00:40:11,M00041,C004114,1016.89,EUR,14.44,Digital Wallet,Debit,Mastercard,IE,IE,IE,Desktop,DEV004114,0,0,1,0,1,1,Successful,40,Approve,Approved,Not Applicable,0,Not Refunded
P0045133,2025-10-15 00:40:19,M00049,C002957,724.95,CAD,10.35,Card,Credit,Mastercard,US,US,US,Mobile,DEV002957,0,0,1,0,1,1,Successful,32,Approve,Approved,Not Applicable,0,Not Refunded
P0012314,2025-10-15 00:57:01,M00056,C000161,479.12,EUR,6.91,Digital Wallet,Debit,Mastercard,IE,IE,IE,Mobile,DEV000161,0,0,1,0,1,1,Successful,49,Approve,Approved,Not Applicable,0,Not Refunded
P0047202,2025-10-15 01:16:11,M00063,C005049,35.14,AUD,0.69,Digital Wallet,Debit,Visa,FR,ES,ES,Mobile,NEWDEV350163,1,1,1,1,1,1,Failed,85,Block,Declined,Risk Block,0,Not Refunded
P0033426,2025-10-15 01:20:07,M00048,C009694,31.11,USD,0.64,Card,Debit,Amex,FR,FR,FR,Desktop,DEV009694,0,1,1,0,1,1,Successful,35,Approve,Approved,Not Applicable,0,Not Refunded
P0023314,2025-10-15 01:27:04,M00065,C009846,62.84,EUR,1.08,Digital Wallet,Debit,Mastercard,IE,IE,IE,Desktop,NEWDEV013546,1,1,1,0,1,1,Successful,51,Approve,Approved,Not Applicable,0,Not Refunded
P0036869,2025-10-15 01:29:48,M00027,C006098,19.34,AUD,0.47,Card,Debit,Amex,IT,IT,IT,Mobile,DEV006098,0,1,1,0,1,0,Not Attempted,21,Approve,Approved,Not Applicable,0,Not Refunded
P0012315,2025-10-15 01:32:01,M00053,C000161,41.77,EUR,0.78,Card,Debit,Visa,IE,IE,IE,Mobile,DEV000161,0,0,0,0,2,1,Successful,30,Approve,Approved,Not Applicable,0,Not Refunded
P0010484,2025-10-15 01:33:40,M00062,C008656,17.07,AUD,0.44,Card,Credit,Visa,US,US,US,Mobile,DEV008656,0,0,1,0,1,1,Successful,36,Approve,Approved,Not Applicable,0,Not Refunded
P0000014,2025-10-15 02:05:40,M00065,C001371,31.9,EUR,0.65,Digital Wallet,Credit,Mastercard,IE,IE,IE,Mobile,DEV001371,0,0,1,0,1,0,Not Attempted,18,Approve,Approved,Not Applicable,0,Not Refunded
P0009015,2025-10-15 02:22:43,M00027,C008613,45.33,AUD,0.83,Digital Wallet,Credit,Mastercard,ES,ES,ES,Mobile,DEV008613,0,0,1,0,1,0,Not Attempted,20,Approve,Approved,Not Applicable,0,Not Refunded
P0009186,2025-10-15 02:24:43,M00098,C008613,53.7,CAD,0.95,Card,Credit,Mastercard,GB,ES,ES,Mobile,DEV008613,0,0,1,1,2,1,Failed,51,Approve,Declined,Authentication Failed,0,Not Refunded
P0014002,2025-10-15 02:40:26,M00056,C007947,316.98,EUR,4.64,Card,Debit,Visa,GB,GB,GB,Desktop,DEV007947,0,0,1,0,1,1,Successful,35,Approve,Declined,Issuer Decline,0,Not Refunded
P0000045,2025-10-15 02:43:40,M00095,C001371,255.38,GBP,3.78,Card,Credit,Mastercard,IE,IE,IE,Mobile,DEV001371,0,0,1,0,2,1,Successful,42,Approve,Approved,Not Applicable,0,Not Refunded
P0000067,2025-10-15 02:45:40,M00037,C001371,13.78,EUR,0.39,Digital Wallet,Debit,Visa,IE,IE,IE,Mobile,DEV001371,0,0,1,0,3,1,Successful,43,Approve,Approved,Not Applicable,0,Not Refunded
P0013325,2025-10-15 02:46:57,M00051,C007778,15.86,EUR,0.42,Bank Transfer,Not Applicable,Not Applicable,ES,ES,ES,Mobile,DEV007778,0,1,1,0,1,0,Not Attempted,30,Approve,Approved,Not Applicable,0,Not Refunded
P0017466,2025-10-15 02:51:26,M00017,C009951,14.99,AUD,0.41,Card,Debit,Amex,IT,IT,AU,Mobile,DEV009951,0,0,1,1,1,1,Successful,51,Approve,Approved,Not Applicable,0,Not Refunded
P0003874,2025-10-15 03:08:46,M00067,C002837,22.6,GBP,0.52,Card,Credit,Mastercard,IT,IT,IT,Mobile,DEV002837,0,0,1,0,1,0,Not Attempted,6,Approve,Approved,Not Applicable,0,Fully Refunded
P0045166,2025-10-15 03:22:01,M00037,C003518,15.3,EUR,0.41,Card,Debit,Visa,DE,DE,DE,Mobile,DEV003518,0,0,1,0,1,1,Successful,39,Approve,Approved,Not Applicable,0,Not Refunded
P0011292,2025-10-15 03:26:48,M00065,C001681,84.45,EUR,1.38,Card,Debit,Mastercard,CA,CA,AU,Mobile,DEV001681,0,1,1,1,1,1,Successful,45,Approve,Approved,Not Applicable,0,Not Refunded
P0016914,2025-10-15 03:31:14,M00065,C002598,83.52,EUR,1.37,Digital Wallet,Debit,Visa,AU,AU,AU,Desktop,DEV002598,0,0,1,0,1,0,Not Attempted,25,Approve,Approved,Not Applicable,0,Not Refunded
P0003961,2025-10-15 03:39:46,M00023,C002837,196.16,GBP,2.95,Digital Wallet,Debit,Visa,IT,IT,IT,Mobile,NEWDEV650209,1,0,1,0,2,1,Failed,53,Approve,Declined,Authentication Failed,0,Not Refunded
P0045719,2025-10-15 03:48:32,M00049,C008604,441.03,CAD,6.37,Digital Wallet,Debit,Amex,IE,IE,IE,Mobile,DEV008604,0,1,1,0,1,1,Successful,52,Approve,Approved,Not Applicable,0,Not Refunded
P0015880,2025-10-15 03:58:41,M00028,C007571,26.01,AUD,0.56,Card,Debit,Mastercard,ES,ES,ES,Mobile,DEV007571,0,0,1,0,1,0,Not Attempted,28,Approve,Declined,Issuer Decline,0,Not Refunded
P0036852,2025-10-15 04:00:30,M00050,C009888,581.17,AUD,8.34,Card,Debit,Mastercard,DE,DE,DE,Mobile,DEV009888,0,0,1,0,1,0,Not Attempted,29,Approve,Approved,Not Applicable,0,Not Refunded
P0003963,2025-10-15 04:14:46,M00037,C002837,11.7,EUR,0.36,Card,Debit,Mastercard,IT,IT,IT,Mobile,DEV002837,0,0,1,0,2,1,Successful,31,Approve,Approved,Not Applicable,0,Not Refunded
P0012846,2025-10-15 04:17:21,M00075,C000698,298.77,AUD,4.38,Card,Credit,Visa,IE,IE,IE,Mobile,DEV000698,0,0,1,0,1,1,Successful,39,Approve,Declined,Issuer Decline,0,Not Refunded
P0006179,2025-10-15 04:20:00,M00002,C000783,55.06,EUR,0.97,Card,Debit,Mastercard,NL,NL,US,Desktop,DEV000783,0,0,1,1,1,0,Not Attempted,25,Approve,Declined,Issuer Decline,0,Not Refunded
P0009498,2025-10-15 04:23:40,M00061,C001573,165.69,USD,2.52,Card,Credit,Mastercard,US,US,US,Mobile,DEV001573,0,0,0,0,1,1,Successful,46,Approve,Approved,Not Applicable,0,Not Refunded
P0027301,2025-10-15 04:39:54,M00094,C002082,25.76,GBP,0.56,Card,Debit,Visa,NL,NL,NL,Mobile,DEV002082,0,0,1,0,1,1,Successful,47,Approve,Approved,Not Applicable,0,Not Refunded
P0031751,2025-10-15 04:43:08,M00029,C002729,126.88,USD,1.98,Card,Debit,Visa,NL,NL,IT,Desktop,DEV002729,0,0,1,1,1,1,Failed,52,Approve,Approved,Not Applicable,0,Not Refunded
P0017228,2025-10-15 04:44:45,M00061,C003397,287.02,USD,4.22,Digital Wallet,Debit,Visa,ES,ES,ES,Mobile,DEV003397,0,0,1,0,1,1,Successful,38,Approve,Approved,Not Applicable,0,Not Refunded
P0014212,2025-10-15 04:47:14,M00094,C006013,14.8,GBP,0.41,Card,Credit,Mastercard,IT,IT,IT,Mobile,NEWDEV024446,1,0,1,0,1,1,Failed,60,Review,Declined,Authentication Failed,0,Not Refunded
P0009866,2025-10-15 04:49:06,M00039,C007570,101.57,CAD,1.62,Card,Credit,Visa,NL,IE,IE,Mobile,DEV007570,0,1,1,1,1,1,Successful,56,Approve,Approved,Not Applicable,0,Not Refunded
P0044213,2025-10-15 04:51:35,M00095,C006055,354.77,GBP,5.17,Card,Debit,Mastercard,CA,CA,CA,Desktop,DEV006055,0,0,1,0,1,1,Successful,38,Approve,Approved,Not Applicable,0,Not Refunded
P0008633,2025-10-15 05:11:09,M00036,C004205,271.75,EUR,4.0,Card,Credit,Visa,CA,CA,CA,Mobile,NEWDEV350187,1,1,1,0,1,1,Successful,31,Approve,Approved,Not Applicable,0,Not Refunded
P0009871,2025-10-15 05:24:06,M00017,C007570,49.92,AUD,0.9,Card,Debit,Mastercard,IE,IE,NL,Mobile,DEV007570,0,1,1,1,2,1,Successful,66,Review,Approved,Not Applicable,1,Fully Refunded
P0002255,2025-10-15 05:24:48,M00028,C000576,20.01,AUD,0.48,Card,Credit,Mastercard,US,US,US,Mobile,DEV000576,0,0,1,0,1,1,Successful,23,Approve,Approved,Not Applicable,0,Not Refunded
P0012096,2025-10-15 05:42:15,M00024,C006027,138.91,EUR,2.14,Card,Debit,Mastercard,GB,GB,GB,Mobile,DEV006027,0,0,1,0,1,0,Not Attempted,18,Approve,Approved,Not Applicable,0,Not Refunded
P0010114,2025-10-15 05:51:06,M00058,C007570,45.22,EUR,0.83,Card,Debit,Visa,IE,IE,IE,Mobile,NEWDEV973336,1,1,1,0,2,1,Successful,46,Approve,Approved,Not Applicable,0,Not Refunded
P0021864,2025-10-15 06:04:18,M00094,C009157,21.86,GBP,0.51,Digital Wallet,Credit,Visa,NL,NL,NL,Desktop,DEV009157,0,0,1,0,1,1,Successful,43,Approve,Declined,Insufficient Funds,0,Not Refunded
P0030883,2025-10-15 06:14:20,M00037,C001046,16.32,EUR,0.43,Digital Wallet,Debit,Mastercard,ES,ES,ES,Mobile,DEV001046,0,1,0,0,1,1,Successful,31,Approve,Approved,Not Applicable,0,Not Refunded
P0012151,2025-10-15 06:20:32,M00049,C009996,926.56,CAD,13.17,Card,Debit,Visa,FR,FR,FR,Mobile,DEV009996,0,0,1,0,1,1,Successful,41,Approve,Approved,Not Applicable,0,Not Refunded
P0032583,2025-10-15 06:37:34,M00080,C005497,23.69,EUR,0.53,Card,Debit,Mastercard,ES,ES,ES,Mobile,DEV005497,0,0,1,0,1,0,Not Attempted,10,Approve,Approved,Not Applicable,0,Not Refunded
P0025078,2025-10-15 06:38:59,M00081,C006096,25.1,CAD,0.55,Card,Debit,Mastercard,GB,GB,GB,Mobile,NEWDEV293434,1,1,1,0,1,1,Successful,37,Approve,Approved,Not Applicable,0,Not Refunded
P0008262,2025-10-15 06:53:24,M00075,C002990,207.06,AUD,3.1,Card,Credit,Visa,ES,ES,AU,Mobile,DEV002990,0,0,1,1,1,1,Successful,54,Approve,Approved,Not Applicable,0,Not Refunded
P0025780,2025-10-15 06:55:35,M00092,C002299,80.24,CAD,1.32,Card,Debit,Visa,US,US,US,Mobile,DEV002299,0,0,1,0,1,1,Successful,13,Approve,Approved,Not Applicable,0,Not Refunded
P0032003,2025-10-15 07:14:01,M00065,C007115,96.3,EUR,1.55,Digital Wallet,Debit,Mastercard,IT,IT,IT,Mobile,DEV007115,0,0,1,0,1,0,Not Attempted,18,Approve,Approved,Not Applicable,0,Not Refunded
P0019438,2025-10-15 07:18:20,M00060,C002774,131.99,EUR,2.05,Card,Debit,Mastercard,IE,IE,IE,Desktop,DEV002774,0,1,1,0,1,0,Not Attempted,10,Approve,Approved,Not Applicable,0,Not Refunded
P0018252,2025-10-15 07:38:00,M00076,C001631,21.4,EUR,0.5,Card,Credit,Visa,ES,ES,ES,Mobile,NEWDEV419957,1,0,1,0,1,0,Not Attempted,26,Approve,Declined,Insufficient Funds,0,Not Refunded
P0025362,2025-10-15 07:53:57,M00037,C007277,21.22,EUR,0.5,Card,Credit,Mastercard,CA,CA,CA,Desktop,DEV007277,0,1,1,0,1,1,Successful,36,Approve,Approved,Not Applicable,0,Not Refunded
P0016228,2025-10-15 08:29:44,M00053,C006349,59.09,EUR,1.03,Card,Debit,Visa,IE,IE,IE,Mobile,DEV006349,0,0,0,0,1,1,Successful,25,Approve,Approved,Not Applicable,0,Not Refunded
P0008099,2025-10-15 08:50:47,M00037,C003445,11.31,EUR,0.36,Bank Transfer,Not Applicable,Not Applicable,IE,IE,IE,Tablet,DEV003445,0,0,1,0,1,0,Not Attempted,27,Approve,Approved,Not Applicable,0,Not Refunded
P0004122,2025-10-15 08:54:02,M00065,C001218,97.85,EUR,1.57,Card,Credit,Visa,ES,ES,ES,Mobile,NEWDEV384442,1,1,1,0,1,1,Successful,48,Approve,Approved,Not Applicable,0,Partially Refunded
P0013389,2025-10-15 08:55:57,M00017,C008891,62.39,AUD,1.07,Digital Wallet,Debit,Mastercard,NL,NL,US,Mobile,DEV008891,0,0,1,1,1,1,Failed,55,Approve,Declined,Authentication Failed,0,Not Refunded
P0007998,2025-10-15 09:07:49,M00080,C002785,20.01,EUR,0.48,Bank Transfer,Not Applicable,Not Applicable,GB,GB,GB,Mobile,DEV002785,0,0,1,0,1,0,Not Attempted,12,Approve,Approved,Not Applicable,0,Not Refunded
P0002034,2025-10-15 09:17:47,M00062,C002999,74.48,AUD,1.24,Card,Debit,Visa,IE,IE,IE,Desktop,DEV002999,0,0,1,0,1,1,Successful,35,Approve,Approved,Not Applicable,0,Not Refunded
P0027704,2025-10-15 09:32:43,M00081,C003125,27.96,CAD,0.59,Card,Credit,Mastercard,GB,GB,GB,Desktop,DEV003125,0,0,1,0,1,1,Successful,9,Approve,Approved,Not Applicable,0,Not Refunded
P0029780,2025-10-15 09:38:44,M00094,C007731,18.32,GBP,0.46,Card,Debit,Mastercard,US,US,IE,Mobile,DEV007731,0,0,1,1,1,1,Successful,64,Review,Approved,Not Applicable,1,Partially Refunded
P0042370,2025-10-15 10:01:58,M00017,C007784,7.06,AUD,0.3,Card,Credit,Visa,US,US,US,Mobile,DEV007784,0,0,1,0,1,1,Successful,48,Approve,Approved,Not Applicable,0,Not Refunded
P0011408,2025-10-15 10:38:31,M00068,C003778,436.04,GBP,6.3,Card,Credit,Mastercard,CA,CA,CA,Desktop,NEWDEV246536,1,0,1,0,1,1,Successful,44,Approve,Approved,Not Applicable,0,Not Refunded
P0037360,2025-10-15 10:40:05,M00017,C004736,23.65,AUD,0.53,Bank Transfer,Not Applicable,Not Applicable,IE,IE,IE,Desktop,DEV004736,0,0,1,0,1,0,Not Attempted,44,Approve,Declined,Insufficient Funds,0,Not Refunded
P0003568,2025-10-15 10:41:50,M00036,C009359,94.71,EUR,1.53,Card,Debit,Visa,CA,CA,CA,Mobile,DEV009359,0,0,1,0,1,1,Successful,13,Approve,Approved,Not Applicable,0,Not Refunded
P0004493,2025-10-15 10:59:26,M00081,C002402,26.57,CAD,0.57,Card,Credit,Visa,NL,NL,NL,Mobile,DEV002402,0,0,1,0,1,0,Not Attempted,3,Approve,Approved,Not Applicable,0,Not Refunded
P0011459,2025-10-15 11:03:31,M00028,C003778,31.37,AUD,0.64,Bank Transfer,Not Applicable,Not Applicable,IE,IE,FR,Mobile,DEV003778,0,0,1,1,2,0,Not Attempted,47,Approve,Approved,Not Applicable,0,Not Refunded
P0028629,2025-10-15 11:41:48,M00017,C000293,14.73,AUD,0.41,Card,Debit,Mastercard,US,US,US,Tablet,DEV000293,0,0,1,0,1,1,Successful,44,Approve,Approved,Not Applicable,0,Not Refunded
P0045306,2025-10-15 11:47:52,M00035,C002887,264.37,EUR,3.9,Digital Wallet,Debit,Mastercard,NL,NL,NL,Mobile,DEV002887,0,0,1,0,1,1,Successful,25,Approve,Approved,Not Applicable,0,Not Refunded
P0026410,2025-10-15 12:09:16,M00055,C007880,17.92,GBP,0.45,Digital Wallet,Credit,Mastercard,IT,IT,IT,Mobile,DEV007880,0,0,1,0,1,1,Successful,14,Approve,Approved,Not Applicable,0,Not Refunded
P0020259,2025-10-15 12:12:11,M00023,C003538,476.33,GBP,6.87,Card,Credit,Visa,DE,DE,DE,Desktop,DEV003538,0,1,1,0,1,1,Successful,48,Approve,Approved,Not Applicable,0,Not Refunded
P0038811,2025-10-15 12:18:11,M00069,C000745,438.89,CAD,6.34,Card,Debit,Mastercard,CA,DE,DE,Desktop,DEV000745,0,1,0,1,1,1,Successful,45,Approve,Approved,Not Applicable,0,Not Refunded
P0012275,2025-10-15 12:19:00,M00006,C008486,107.82,AUD,1.71,Digital Wallet,Debit,Mastercard,AU,AU,AU,Mobile,DEV008486,0,0,0,0,1,0,Not Attempted,0,Approve,Approved,Not Applicable,0,Not Refunded
P0041467,2025-10-15 12:42:40,M00049,C004720,482.55,CAD,6.96,Digital Wallet,Debit,Amex,ES,ES,ES,Mobile,DEV004720,0,0,1,0,1,1,Successful,40,Approve,Approved,Not Applicable,0,Not Refunded
P0040360,2025-10-15 12:44:16,M00027,C001286,25.35,AUD,0.55,Card,Debit,Mastercard,IT,IT,CA,Desktop,DEV001286,0,0,1,1,1,1,Successful,48,Approve,Approved,Not Applicable,0,Not Refunded
P0007224,2025-10-15 13:02:32,M00026,C000374,406.84,EUR,5.9,Card,Credit,Mastercard,CA,CA,CA,Mobile,DEV000374,0,0,1,0,1,1,Successful,41,Approve,Approved,Not Applicable,0,Not Refunded
P0007367,2025-10-15 13:20:43,M00057,C004529,46.44,GBP,0.85,Bank Transfer,Not Applicable,Not Applicable,AU,AU,AU,Mobile,DEV004529,0,0,1,0,1,0,Not Attempted,15,Approve,Approved,Not Applicable,0,Not Refunded
P0027636,2025-10-15 13:22:49,M00058,C009785,24.84,EUR,0.55,Digital Wallet,Credit,Mastercard,FR,FR,FR,Mobile,DEV009785,0,1,1,0,1,1,Successful,11,Approve,Approved,Not Applicable,0,Not Refunded
P0008745,2025-10-15 13:26:01,M00055,C002882,22.22,GBP,0.51,Card,Credit,Mastercard,GB,GB,GB,Desktop,DEV002882,0,1,0,0,1,1,Successful,18,Approve,Approved,Not Applicable,0,Not Refunded
P0007826,2025-10-15 13:30:08,M00048,C002278,25.42,USD,0.56,Digital Wallet,Debit,Mastercard,AU,AU,AU,Mobile,DEV002278,0,0,1,0,1,1,Successful,33,Approve,Approved,Not Applicable,0,Not Refunded
P0008874,2025-10-15 13:31:15,M00055,C002681,20.68,GBP,0.49,Card,Debit,Mastercard,US,US,US,Desktop,DEV002681,0,0,1,0,1,0,Not Attempted,17,Approve,Approved,Not Applicable,0,Not Refunded
P0032433,2025-10-15 13:38:05,M00048,C000322,29.41,USD,0.61,Card,Credit,Amex,IE,IE,IE,Mobile,NEWDEV530823,1,0,1,0,1,1,Successful,49,Approve,Approved,Not Applicable,0,Not Refunded
P0007434,2025-10-15 13:39:32,M00006,C000374,81.69,AUD,1.34,Card,Debit,Mastercard,CA,CA,CA,Mobile,DEV000374,0,0,1,0,2,1,Successful,14,Approve,Approved,Not Applicable,0,Not Refunded
P0031903,2025-10-15 13:39:52,M00056,C004576,352.12,EUR,5.13,Card,Debit,Mastercard,DE,ES,ES,Desktop,DEV004576,0,0,1,1,1,1,Successful,57,Approve,Approved,Not Applicable,0,Not Refunded
P0048488,2025-10-15 13:47:11,M00023,C008099,520.09,GBP,7.48,Bank Transfer,Not Applicable,Not Applicable,GB,GB,GB,Mobile,DEV008099,0,0,0,0,1,0,Not Attempted,27,Approve,Approved,Not Applicable,0,Not Refunded
P0009750,2025-10-15 14:15:36,M00042,C002234,114.31,EUR,1.8,Card,Debit,Visa,US,US,ES,Mobile,DEV002234,0,0,1,1,1,1,Successful,63,Review,Approved,Not Applicable,0,Not Refunded
P0023829,2025-10-15 14:20:34,M00040,C002543,47.78,EUR,0.87,Card,Debit,Visa,IT,IT,IT,Mobile,DEV002543,0,0,1,0,1,1,Successful,5,Approve,Approved,Not Applicable,0,Not Refunded
P0029374,2025-10-15 14:22:38,M00070,C004647,60.58,USD,1.05,Card,Credit,Mastercard,IT,IT,IT,Mobile,DEV004647,0,0,1,0,1,1,Successful,23,Approve,Approved,Not Applicable,0,Not Refunded
